# az (deg)
# alt (deg)
0	17.1
5	17.4
10	17.7
15	17.8
20	17.6
25	17.2
30	16.8
35	16.3
40	15.6
45	5.6
50	6.3
55	6.5
60	7
65	7.4
70	8.4
75	8.4
80	8.7
85	10
90	10.1
95	10.6
100	10.8
105	10.1
110	10.4
115	5.3
120	5.3
125	14.9
130	18.5
135	15.8
140	21.4
145	22.7
150	24.2
155	21.4
160	25.3
165	17.1
170	13.5
175	10.6
180	9.2
185	8
190	8
195	6.6
200	3.2
205	43.4
210	47.5
215	41.6
220	42.3
225	35.6
230	33.9
235	30.6
240	34.5
245	35.9
250	32.6
255	33.8
260	31
265	37.5
270	42.6
275	44.3
280	44.3
285	50.4
290	51.6
295	51.8
300	51.6
305	38.2
310	18.7
315	16.6
320	15.4
325	25.1
330	23.5
335	21.9
340	17
345	14.7
350	16
355	16.3
360	17.1
